"CrimeDate","CrimeTime","CrimeCode","Location","Description","Inside\/Outside","Weapon","Post","District","Neighborhood","Longitude","Latitude","Location 1","Premise","vri_name1","Total Incidents"
1546214400000,"09:00:00","7A","3200 SEQUOIA AVE","AUTO THEFT","O",null,643,"NORTHWEST","ASHBURTON",-76.667264,39.328322,null,"STREET",null,1
1546214400000,"08:30:00","7A","500 N STREEPER ST","AUTO THEFT","O",null,221,"SOUTHEAST","MCELDERRY PARK",-76.5772787058,39.2973240412,null,"STREET",null,1
1546214400000,"12:00:00","7A","1200 BROENING HWY","AUTO THEFT","O",null,233,"SOUTHEAST","MEDFORD",-76.5436541511,39.279912242,null,"STREET",null,1
1546214400000,"05:45:00","7A","3900 WABASH AVE","AUTO THEFT","O",null,643,"NORTHWEST","EAST ARLINGTON",-76.665342,39.328704,null,"PARKING LOT-OUTSIDE",null,1
1546128000000,"22:00:00","7A","1100 CLEVELAND ST","AUTO THEFT","O",null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.6319082949,39.2808251377,null,"STREET",null,1
1546128000000,"13:30:00","7A","3400 DUDLEY AVE","AUTO THEFT","O",null,432,"NORTHEAST","BELAIR-EDISON",-76.564037,39.322593,null,"STREET","Northeastern",1
1546128000000,"07:00:00","7A","4400 BELVIEU AVE","AUTO THEFT","O",null,621,"NORTHWEST","WEST ARLINGTON",-76.6943834074,39.3397401523,null,"STREET",null,1
1546128000000,"11:00:00","7A","100 BELLEMORE RD","AUTO THEFT","O",null,521,"NORTHERN","THE ORCHARDS",-76.6288910488,39.3676705408,null,"STREET",null,1
1546128000000,"01:30:00","7A","5000 LODESTONE WAY","AUTO THEFT","O",null,442,"NORTHEAST","PARKSIDE",-76.5548216595,39.3206067668,null,"PARKING LOT-OUTSIDE",null,1
1546128000000,"17:00:00","7A","6300 GREENSPRING AVE","AUTO THEFT","O",null,632,"NORTHWEST","CHESWOLDE",-76.6818868136,39.3701339421,null,"PARKING LOT-OUTSIDE",null,1
1546128000000,"15:00:00","7A","800 BELGIAN AVE","AUTO THEFT","O",null,542,"NORTHERN","PEN LUCY",-76.604913,39.340472,null,"STREET",null,1
1546128000000,"02:00:00","7A","1900 GREENMOUNT AVE","AUTO THEFT","O",null,341,"EASTERN","BARCLAY",-76.6095119909,39.311886636,null,"STREET",null,1
1546128000000,"22:00:00","7A","3100 W NORTH AVE","AUTO THEFT","O",null,811,"SOUTHWEST","WALBROOK",-76.6704093308,39.3090242055,null,"STREET",null,1
1546128000000,"18:00:00","7A","3300 MASSACHUSETTS AVE","AUTO THEFT","O",null,842,"SOUTHWEST","SAINT JOSEPHS",-76.6722711785,39.2838902674,null,"STREET",null,1
1546128000000,"23:40:00","7A","1500 W LEXINGTON ST","AUTO THEFT",null,null,711,"WESTERN","FRANKLIN SQUARE",-76.641574,39.290715,null,null,null,1
1546128000000,"20:00:00","7A","2900 ODONNELL ST","AUTO THEFT","O",null,232,"SOUTHEAST",null,-76.5753211077,39.2803666246,null,"STREET",null,1
1546128000000,"23:00:00","7C","1600 S HANOVER ST","AUTO THEFT","O",null,942,"SOUTHERN","S.B.I.C.",-76.6148908164,39.2710411956,null,"STREET",null,1
1546128000000,"18:00:00","7A","1400 OLIVE ST","AUTO THEFT","O",null,942,"SOUTHERN","S.B.I.C.",-76.6146962844,39.2733751566,null,"STREET",null,1
1546128000000,"09:30:00","7A","2100 SIDNEY AVE","AUTO THEFT",null,null,921,"SOUTHERN","WESTPORT",-76.6320310925,39.2646582668,null,null,null,1
1546041600000,"20:30:00","7A","1300 EDMONDSON AVE","AUTO THEFT","O",null,713,"WESTERN","HARLEM PARK",-76.6390001364,39.2954570272,null,"PARKING LOT-OUTSIDE","Central",1
1546041600000,"14:00:00","7A","2500 EMERSON ST","AUTO THEFT","O",null,842,"SOUTHWEST","SHIPLEY HILL",-76.6571373902,39.2852239675,null,"STREET",null,1
1546041600000,"20:00:00","7A","1400 S HANOVER ST","AUTO THEFT","O",null,942,"SOUTHERN","S.B.I.C.",-76.6152742083,39.2732563318,null,"YARD",null,1
1546041600000,"16:25:00","7A","5400 RADECKE AVE","AUTO THEFT",null,null,444,"NORTHEAST","FRANKFORD",-76.5396138693,39.3294557229,null,null,null,1
1546041600000,"22:30:00","7A","1700 HOMESTEAD ST","AUTO THEFT","O",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5945322847,39.3202985378,null,"STREET",null,1
1546041600000,"17:00:00","7A","3100 SUMTER AVE","AUTO THEFT","O",null,614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.667118,39.342271,null,"STREET",null,1
1545955200000,"08:45:00","7A","3200 E MADISON ST","AUTO THEFT","O",null,333,"EASTERN","ORANGEVILLE INDUSTRIAL AREA",-76.572692,39.300243,null,"OTHER - OUTSIDE",null,1
1545955200000,"00:30:00","7A","3300 CLIFTON AVE","AUTO THEFT","O",null,811,"SOUTHWEST","WALBROOK",-76.673278,39.311046,null,"STREET",null,1
1545955200000,"17:00:00","7C","0 W 20TH ST","AUTO THEFT","O",null,141,"CENTRAL","CHARLES NORTH",-76.617044,39.31218,null,"PARKING LOT-OUTSIDE",null,1
1545955200000,"09:46:00","7A",null,"AUTO THEFT",null,null,null,"NORTHEAST","LOCH RAVEN",-76.4810007107,39.0287598874,null,null,null,1
1545955200000,"19:00:00","7A","400 W 28TH ST","AUTO THEFT","O",null,511,"NORTHERN","REMINGTON",-76.6234413906,39.3203317166,null,"STREET",null,1
1545955200000,"23:50:00","7A","1600 GWYNNS FALLS PKWY","AUTO THEFT","O",null,732,"WESTERN","WOODBROOK",-76.648889,39.317778,null,"STREET",null,1
1545955200000,"00:00:00","7A","3700 ARCADIA AVE","AUTO THEFT","O",null,613,"NORTHWEST","LANGSTON HUGHES",-76.6780489616,39.3436027241,null,"STREET","Northwestern",1
1545955200000,"07:20:00","7A","5000 GWYNN OAK AVE","AUTO THEFT","O",null,622,"NORTHWEST","HOWARD PARK",-76.69915,39.330414,null,"STREET",null,1
1545955200000,"05:45:00","7A","5000 WALTHER AVE","AUTO THEFT","I",null,426,"NORTHEAST","WALTHERSON",-76.559588,39.344384,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"10:00:00","7A","2800 OVERLAND AVE","AUTO THEFT","O",null,421,"NORTHEAST","LAURAVILLE",-76.5769939817,39.3417859091,null,"STREET",null,1
1545955200000,"21:00:00","7A","3700 WOODBINE AVE","AUTO THEFT","O",null,622,"NORTHWEST","HOWARD PARK",-76.6961430797,39.3338175646,null,"STREET",null,1
1545955200000,"11:00:00","7A","2800 GANLEY DR","AUTO THEFT","O",null,923,"SOUTHERN","LAKELAND",-76.6434508176,39.2563185156,null,"STREET",null,1
1545868800000,"17:30:00","7A","500 WILLOW AVE","AUTO THEFT","O",null,524,"NORTHERN","WILSON PARK",-76.6087376902,39.3451146349,null,"STREET",null,1
1545868800000,"19:00:00","7A","3900 ELMORA AVE","AUTO THEFT",null,null,432,"NORTHEAST","BELAIR-EDISON",-76.5598586196,39.3175509004,null,null,null,1
1545868800000,"17:40:00","7A","400 EAST ST","AUTO THEFT",null,null,312,"EASTERN","OLDTOWN",-76.6055711693,39.2958290823,null,null,null,1
1545868800000,"21:40:00","7A","5700 WILLOWTON AVE","AUTO THEFT","O",null,415,"NORTHEAST","LOCH RAVEN",-76.5785880589,39.3567653439,null,"STREET",null,1
1545868800000,"07:00:00","7A","2700 N CHARLES ST","AUTO THEFT","O",null,512,"NORTHERN","CHARLES VILLAGE",-76.6172270549,39.3208380886,null,"STREET",null,1
1545868800000,"07:32:00","7A","5800 MOORES RUN CT","AUTO THEFT","O",null,441,"NORTHEAST","CEDONIA",-76.536851978,39.3345214674,null,"YARD",null,1
1545868800000,"21:30:00","7A","600 N GLOVER ST","AUTO THEFT","O",null,221,"SOUTHEAST","MCELDERRY PARK",-76.580156,39.298148,null,"STREET",null,1
1545868800000,"00:10:00","7A","4300 W FOREST PARK AVE","AUTO THEFT","O",null,641,"NORTHWEST","WEST FOREST PARK",-76.690575,39.323386,null,"YARD",null,1
1545868800000,"06:15:00","7A","1800 W NORTH AVE","AUTO THEFT","O",null,731,"WESTERN","MONDAWMIN",-76.64757,39.309856,null,"STREET","Western",1
1545868800000,"23:30:00","7A","4300 LIBERTY HEIGHTS AVE","AUTO THEFT","O",null,621,"NORTHWEST","DORCHESTER\/GRAN-BARR",-76.6905166842,39.3298013189,null,"PARKING LOT-OUTSIDE",null,1
1545868800000,"21:00:00","7A","6500 REISTERSTOWN RD","AUTO THEFT","O",null,632,"NORTHWEST","GLEN",-76.7025389446,39.3563962938,null,"PARKING LOT-OUTSIDE",null,1
1545868800000,"15:00:00","7A","3100 ANNETTA AVE","AUTO THEFT","O",null,434,"NORTHEAST","BELAIR-EDISON",-76.573716,39.319655,null,"STREET",null,1
1545868800000,"23:00:00","7A","3400 PULASKI HWY","AUTO THEFT",null,null,223,"SOUTHEAST","BALTIMORE HIGHLANDS",-76.569612,39.296002,null,null,null,1
1545868800000,"21:30:00","7A","4500 SAINT GEORGES AVE","AUTO THEFT","O",null,524,"NORTHERN","KENILWORTH PARK",-76.602427,39.346263,null,"STREET",null,1
1545868800000,"05:00:00","7A","5900 ARIZONA AVE","AUTO THEFT",null,null,441,"NORTHEAST","CEDONIA",-76.5345212843,39.3360819163,null,null,null,1
1545868800000,"07:00:00","7A","3400 GARRISON BLVD","AUTO THEFT","O",null,642,"NORTHWEST","CALLAWAY-GARRISON",-76.682475,39.327413,null,"BUS. PARK LOT-OUTSID",null,1
1545868800000,"18:00:00","7A","1300 W 40TH ST","AUTO THEFT","O",null,531,"NORTHERN","HAMPDEN",-76.6384157623,39.336512553,null,"STREET",null,1
1545782400000,"01:30:00","7A","500 S CATON AVE","AUTO THEFT","O",null,832,"SOUTHWEST","GWYNNS FALLS",-76.6715712509,39.2780336041,null,"STREET",null,1
1545782400000,"23:00:00","7A","1400 EUTAW PL","AUTO THEFT","O",null,132,"CENTRAL","MADISON PARK",-76.6274767557,39.3048281776,null,"STREET",null,1
1545782400000,"15:00:00","7A","2600 SHIRLEY AVE","AUTO THEFT",null,null,533,"NORTHERN","GREENSPRING",-76.661581,39.334885,null,null,null,1
1545782400000,"07:20:00","7A","3100 OAKFORD AVE","AUTO THEFT","O",null,614,"NORTHWEST","CONCERNED CITIZENS O",-76.6662439814,39.3406467246,null,"STREET",null,1
1545782400000,"19:00:00","7A","1700 W PRATT ST","AUTO THEFT","O",null,933,"SOUTHERN","UNION SQUARE",-76.643816,39.28533,null,"STREET","Tri-District",1
1545782400000,"09:00:00","7A","3600 ERDMAN AVE","AUTO THEFT","O",null,434,"NORTHEAST","BELAIR-EDISON",-76.5697133463,39.3169861577,null,"STREET",null,1
1545782400000,"14:30:00","7A","3700 RUEKERT AVE","AUTO THEFT","O",null,426,"NORTHEAST","WALTHERSON",-76.556992,39.341557,null,"STREET",null,1
1545782400000,"22:24:00","7A","6600 EBERLE DR","AUTO THEFT",null,null,631,"NORTHWEST","REISTERSTOWN STATION",-76.711273,39.355332,null,null,null,1
1545782400000,"15:34:00","7A","2900 GEORGETOWN RD","AUTO THEFT","O",null,831,"SOUTHWEST","MORRELL PARK",-76.661403,39.264299,null,"STREET",null,1
1545696000000,"23:00:00","7A","500 S MONROE ST","AUTO THEFT","O",null,934,"SOUTHERN","CARROLLTON RIDGE",-76.6472988455,39.2941425453,null,"STREET","Tri-District",1
1545696000000,"16:00:00","7A","1500 N FULTON AVE","AUTO THEFT","O",null,742,"WESTERN","SANDTOWN-WINCHESTER",-76.646308,39.306011,null,"STREET",null,1
1545696000000,"17:30:00","7A","1500 W FAYETTE ST","AUTO THEFT","O",null,711,"WESTERN","FRANKLIN SQUARE",-76.6412551455,39.2896989564,null,"PARKING LOT-OUTSIDE",null,1
1545696000000,"18:00:00","7A","5000 PILGRIM RD","AUTO THEFT","O",null,421,"NORTHEAST","LAURAVILLE",-76.57305,39.350697,null,"STREET",null,1
1545696000000,"12:00:00","7A","1200 LEADENHALL ST","AUTO THEFT","O",null,942,"SOUTHERN","SHARP LEADENHALL",-76.6184314207,39.2757741609,null,"STREET",null,1
1545696000000,"22:30:00","7A","600 PENNSYLVANIA AVE","AUTO THEFT","I",null,143,"CENTRAL","SETON HILL",-76.6247065456,39.2954925989,null,"APT\/CONDO - OCCUPIED",null,1
1545696000000,"01:00:00","7A","1600 E 28TH ST","AUTO THEFT","O",null,411,"NORTHEAST",null,-76.5925088375,39.3240806853,null,"STREET",null,1
1545696000000,"16:45:00","7A","2500 LIBERTY HEIGHTS AVE","AUTO THEFT","O",null,611,"NORTHWEST","LIBERTY SQUARE",-76.655812,39.319442,null,"STREET",null,1
1545609600000,"20:30:00","7A","5500 PARK HEIGHTS AVE","AUTO THEFT","O",null,633,"NORTHWEST","ARLINGTON",-76.683908,39.352064,null,"STREET",null,1
1545609600000,"17:00:00","7A","2600 OSWEGO AVE","AUTO THEFT","O",null,533,"NORTHERN","GREENSPRING",-76.6608227458,39.3365976971,null,"STREET",null,1
1545609600000,"00:01:00","7A","600 N BELNORD AVE","AUTO THEFT","O",null,221,"SOUTHEAST","MCELDERRY PARK",-76.5787444073,39.2980086356,null,"STREET",null,1
1545609600000,"11:00:00","7A","200 N FRANKLINTOWN RD","AUTO THEFT",null,null,842,"SOUTHWEST","PENROSE\/FAYETTE ST OUTREACH",-76.661026,39.290983,null,null,null,1
1545609600000,"22:45:00","7A","1000 E PATAPSCO AVE","AUTO THEFT","O",null,913,"SOUTHERN","BROOKLYN",-76.594645,39.233913,null,"STREET","Brooklyn",1
1545609600000,"19:00:00","7A","6700 BRENTWOOD AVE","AUTO THEFT","O",null,243,"SOUTHEAST","GRACELAND PARK",-76.5305536893,39.2727425618,null,"PARKING LOT-OUTSIDE",null,1
1545609600000,"00:45:00","7A","5100 CDDGATE RD","AUTO THEFT","O",null,441,"NORTHEAST","CEDONIA",-76.5320233447,39.3243296369,null,"STREET",null,1
1545609600000,"19:30:00","7A","2800 THE ALAMEDA","AUTO THEFT","O",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5935430911,39.3241785618,null,"OTHER - OUTSIDE",null,1
1545609600000,"11:30:00","7A","1800 N PORT ST","AUTO THEFT",null,null,331,"EASTERN","BROADWAY EAST",-76.5838296553,39.3114748112,null,null,null,1
1545609600000,"12:00:00","7A","700 S MILTON AVE","AUTO THEFT","O",null,232,"SOUTHEAST","CANTON",-76.581336,39.283585,null,"STREET",null,1
1545609600000,"22:00:00","7A","3400 PINKNEY RD","AUTO THEFT","I",null,632,"NORTHWEST","GLEN",-76.691035,39.360043,null,"ROW\/TOWNHOUSE-OCC",null,1
1545609600000,"19:00:00","7A","1700 HARFORD AVE","AUTO THEFT","O",null,343,"EASTERN","OLIVER",-76.6002282357,39.3095606932,null,"STREET","Eastern 1",1
1545609600000,"13:16:00","7A","3600 PLATEAU AVE","AUTO THEFT",null,null,622,"NORTHWEST","HOWARD PARK",-76.6995579129,39.3327967198,null,null,null,1
1545523200000,"14:00:00","7A","3500 ELMORA AVE","AUTO THEFT","O",null,434,"NORTHEAST","BELAIR-EDISON",-76.5710106625,39.3157168467,null,"STREET",null,1
1545523200000,"17:40:00","7A","3400 E BALTIMORE ST","AUTO THEFT","O",null,223,"SOUTHEAST","BALTIMORE HIGHLANDS",-76.569134385,39.292530434,null,"STREET",null,1
1545523200000,"09:00:00","7A","3800 MIDHEIGHTS RD","AUTO THEFT","O",null,632,"NORTHWEST","GLEN",-76.7013740994,39.3593994086,null,"STREET",null,1
1545523200000,"15:11:00","7A","2600 GWYNNS FALLS PKWY","AUTO THEFT","O",null,731,"WESTERN","BRADDISH AVE.\/PANWAY",-76.660748,39.314902,null,"GAS STATION",null,1
1545523200000,"00:00:00","7A","1000 N FULTON AVE","AUTO THEFT","O",null,743,"WESTERN","SANDTOWN-WINCHESTER",-76.6459541176,39.300037097,null,"STREET",null,1
1545436800000,"20:00:00","7A","2400 E EAGER ST","AUTO THEFT","O",null,323,"EASTERN","MILTON-MONTFORD",-76.58364,39.301769,null,"STREET","Eastern 2",1
1545436800000,"03:50:00","7A","3400 ASH ST","AUTO THEFT",null,null,531,"NORTHERN","JONES FALLS AREA",-76.6401213567,39.3274991233,null,null,null,1
1545436800000,"19:00:00","7A","3400 MAYFIELD AVE","AUTO THEFT","O",null,432,"NORTHEAST","BELAIR-EDISON",-76.569745,39.320494,null,"STREET","Northeastern",1
1545436800000,"00:00:00","7A","600 N LAKEWOOD AVE","AUTO THEFT","O",null,221,"SOUTHEAST","MCELDERRY PARK",-76.5793867242,39.2982771642,null,"STREET",null,1
1545436800000,"19:00:00","7A","1600 HOMESTEAD ST","AUTO THEFT","I",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.595559,39.32093,null,"ROW\/TOWNHOUSE-OCC",null,1
1545436800000,"13:30:00","7A","1800 PORTAL ST","AUTO THEFT",null,null,243,"SOUTHEAST","BROADWAY EAST",-76.535902,39.272307,null,null,null,1
1545436800000,"20:00:00","7A","1600 N PAYSON ST","AUTO THEFT","O",null,741,"WESTERN","EASTERWOOD",-76.649709327,39.3071327322,null,"STREET","Western",1
1545436800000,"02:40:00","7A","700 E 25TH ST","AUTO THEFT","O",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.6036468261,39.3183676197,null,"STREET",null,1
1545436800000,"03:30:00","7A","1200 LINDEN GR","AUTO THEFT","O",null,132,"CENTRAL","BOLTON HILL",-76.624526,39.303932,null,"STREET",null,1
1545436800000,"06:40:00","7A","2200 E NORTH AVE","AUTO THEFT","O",null,331,"EASTERN","SOUTH CLIFTON PARK",-76.5873930043,39.3125058573,null,"STREET",null,1
1545436800000,"12:00:00","7A","600 W PATAPSCO AVE","AUTO THEFT","O",null,922,"SOUTHERN","CHERRY HILL",-76.6241355411,39.2408157038,null,"PARKING LOT-OUTSIDE",null,1
1545350400000,"14:00:00","7A","5100 HOLABIRD AVE","AUTO THEFT","O",null,233,"SOUTHEAST","CANTON INDUSTRIAL AREA",-76.5501974414,39.271878003,null,"OTHER - OUTSIDE",null,1
1545350400000,"01:30:00","7A","800 CATOR AVE","AUTO THEFT","O",null,542,"NORTHERN","PEN LUCY",-76.6044060764,39.3391353273,null,"STREET",null,1
1545350400000,"21:00:00","7A","400 WATTY CT","AUTO THEFT","O",null,123,"CENTRAL","UPTON",-76.625803,39.301234,null,"STREET",null,1
1545350400000,"01:30:00","7A","2400 ALLENDALE RD","AUTO THEFT","O",null,641,"NORTHWEST","GARWYN OAKS",-76.680291,39.31504,null,"STREET",null,1
1545350400000,"18:00:00","7C","1700 S NEWKIRK ST","AUTO THEFT","O",null,233,"SOUTHEAST","CANTON INDUSTRIAL AREA",-76.5559438402,39.2737178154,null,"OTHER - OUTSIDE",null,1
1545350400000,"22:00:00","7C","WASHINGTON ST & E FAYETTE ST","AUTO THEFT","O",null,212,"SOUTHEAST",null,-76.5893115246,39.294129492,null,"STREET",null,1
1545350400000,"06:20:00","7A","400 FONTHILL AVE","AUTO THEFT","O",null,832,"SOUTHWEST","GWYNNS FALLS",-76.6634903433,39.2787175904,null,"GAS STATION",null,1
1545350400000,"09:00:00","7A","0 S WOLFE ST","AUTO THEFT","O",null,212,"SOUTHEAST","WASHINGTON HILL",-76.5904580561,39.2922008238,null,"PARKING LOT-OUTSIDE",null,1
1545350400000,"20:00:00","7A","2500 VIOLET AVE","AUTO THEFT","O",null,612,"NORTHWEST","PARK CIRCLE",-76.658404,39.331266,null,"PARKING LOT-OUTSIDE",null,1
1545350400000,"07:00:00","7A","3100 LOHRS LN","AUTO THEFT","O",null,842,"SOUTHWEST","CARROLL-SOUTH HILTON",-76.668703,39.284895,null,"STREET",null,1
1545350400000,"09:50:00","7A","5900 FENWICK AVE","AUTO THEFT","O",null,415,"NORTHEAST","LOCH RAVEN",-76.58344,39.362031,null,"STREET",null,1
1545350400000,"21:30:00","7A","1600 S HANOVER ST","AUTO THEFT","O",null,942,"SOUTHERN","S.B.I.C.",-76.6151426137,39.2711963515,null,"STREET",null,1
1545350400000,"01:00:00","7A","2500 PARK HEIGHTS TER","AUTO THEFT","O",null,533,"NORTHERN","GREENSPRING",-76.6599235837,39.3391253547,null,"OTHER - OUTSIDE",null,1
1545350400000,"00:01:00","7A","1900 PENROSE AVE","AUTO THEFT","O",null,714,"WESTERN","PENROSE\/FAYETTE ST OUTREACH",-76.6477250975,39.2912942575,null,"STREET",null,1
1545350400000,"00:00:00","7A","5000 DELAGRANGE AVE","AUTO THEFT","O",null,433,"NORTHEAST","ARMISTEAD GARDENS",-76.5552,39.30771,null,"STREET",null,1
1545350400000,"16:00:00","7A","2000 E FAYETTE ST","AUTO THEFT","O",null,212,"SOUTHEAST","MIDDLE EAST",-76.5891801068,39.2941615252,null,"PARKING LOT-OUTSIDE",null,1
1545264000000,"00:30:00","7A","2500 AISQUITH ST","AUTO THEFT","O",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.597019,39.318641,null,"STREET",null,1
1545264000000,"05:00:00","7A","1100 CARROLL ST","AUTO THEFT","O",null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.632056434,39.2815514657,null,"STREET",null,1
1545264000000,"09:30:00","7C","500 CALLENDAR ST","AUTO THEFT","O",null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.6310203041,39.2822902619,null,"STREET",null,1
1545264000000,"23:25:00","7A","2500 RUSCOMBE LN","AUTO THEFT","O",null,532,"NORTHERN",null,-76.6606607438,39.3482201486,null,"STREET",null,1
1545264000000,"23:24:00","7A","4400 GARRISON BLVD","AUTO THEFT","O",null,621,"NORTHWEST","WEST ARLINGTON",-76.6847767632,39.3368083505,null,"GAS STATION",null,1
1545264000000,"21:00:00","7B","2000 W COLD SPRING LN","AUTO THEFT","O",null,533,"NORTHERN","COLDSPRING",-76.5803855313,39.3452743058,null,"PARKING LOT-OUTSIDE",null,1
1545264000000,"20:00:00","7A","3200 LAKE AVE","AUTO THEFT","O",null,432,"NORTHEAST","BELAIR-EDISON",-76.570199946,39.3217570339,null,"STREET","Northeastern",1
1545177600000,"12:00:00","7A","900 WICKLOW RD","AUTO THEFT","O",null,822,"SOUTHWEST","ROGNEL HEIGHTS",-76.6889384813,39.2966326809,null,"STREET",null,1
1545177600000,"13:30:00","7A","6600 MORAVIA PARK DR","AUTO THEFT","O",null,441,"NORTHEAST","PULASKI INDUSTRIAL AREA",-76.5368355814,39.3125087863,null,"PARKING LOT-OUTSIDE",null,1
1545177600000,"08:00:00","7A","2900 WASHINGTON BLVD","AUTO THEFT","O",null,831,"SOUTHWEST","MORRELL PARK",-76.6585401704,39.2611992997,null,"PARKING LOT-OUTSIDE",null,1
1545177600000,"04:57:00","7A","4500 FAIRFAX RD","AUTO THEFT","O",null,641,"NORTHWEST","WINDSOR HILLS",-76.690929,39.318734,null,"STREET",null,1
1545177600000,"07:14:00","7A","5200 SAINT CHARLES AVE","AUTO THEFT",null,null,623,"NORTHWEST","WOODMERE",-76.682843,39.344473,null,null,"Northwestern",1
1545177600000,"23:00:00","7A","2400 DENISON ST","AUTO THEFT",null,null,641,"NORTHWEST","HANLON\/LONGWOOD",-76.674417585,39.3145514402,null,null,null,1
1545177600000,"14:00:00","7A","800 N LINWOOD AVE","AUTO THEFT","O",null,323,"EASTERN","MADISON EASTEND",-76.576696,39.30029,null,"STREET",null,1
1545177600000,"01:00:00","7A","500 DOLPHIN ST","AUTO THEFT","O",null,123,"CENTRAL","UPTON",-76.6284448739,39.3004155769,null,"STREET","Central",1
1545177600000,"07:30:00","7C","3000 N CALVERT ST","AUTO THEFT","I",null,512,"NORTHERN","CHARLES VILLAGE",-76.614287327,39.3247144694,null,"ROW\/TOWNHOUSE-OCC",null,1
1545177600000,"21:30:00","7A","0 N LINWOOD AVE","AUTO THEFT","O",null,222,"SOUTHEAST","ELLWOOD PARK\/MONUMEN",-76.5761945622,39.2923872884,null,"STREET",null,1
1545177600000,"14:00:00","7A","400 LONG ISLAND AVE","AUTO THEFT","O",null,833,"SOUTHWEST","BEECHFIELD",-76.697075,39.280209,null,"STREET",null,1
1545177600000,"06:50:00","7A","5200 CUTHBERT AVE","AUTO THEFT","O",null,633,"NORTHWEST","ARLINGTON",-76.6808577054,39.3466595844,null,"STREET","Northwestern",1
1545177600000,"06:00:00","7A","5700 EASTBURY AVE","AUTO THEFT","O",null,443,"NORTHEAST","FRANKFORD",-76.5483324882,39.3178806829,null,"STREET",null,1
1545091200000,"17:15:00","7A","5400 CLOVER RD","AUTO THEFT","O",null,633,"NORTHWEST","PIMLICO GOOD NEIGHBO",-76.680954,39.351385,null,"STREET",null,1
1545091200000,"11:35:00","7A","3700 DELVERNE RD","AUTO THEFT","O",null,412,"NORTHEAST","EDNOR GARDENS-LAKESI",-76.5983714974,39.3331240875,null,"STREET",null,1
1545091200000,"10:45:00","7A","2500 KEYWORTH AVE","AUTO THEFT","O",null,533,"NORTHERN","GREENSPRING",-76.659237512,39.3347028445,null,"STREET",null,1
1545091200000,"20:00:00","7A","500 DUNDALK AVE","AUTO THEFT","O",null,242,"SOUTHEAST","PULASKI INDUSTRIAL AREA",-76.541711,39.286416,null,"PARKING LOT-OUTSIDE",null,1
1545091200000,"11:00:00","7A",null,"AUTO THEFT","O",null,413,"UNKNOWN",null,-76.594056,39.350326,null,"STREET",null,1
