"CrimeDate","CrimeTime","CrimeCode","Location","Description","Inside\/Outside","Weapon","Post","District","Neighborhood","Longitude","Latitude","Location 1","Premise","vri_name1","Total Incidents"
1546128000000,"08:05:00","4E","1300 N WOODYEAR ST","COMMON ASSAULT","I",null,743,"WESTERN","SANDTOWN-WINCHESTER",-76.6398541018,39.3042944319,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"12:00:00","4E","4900 YORK RD","COMMON ASSAULT","I",null,524,"NORTHERN","WINSTON-GOVANS",-76.609616,39.348034,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"09:50:00","4E","3800 PENHURST AVE","COMMON ASSAULT","O",null,643,"NORTHWEST","DOLFIELD",-76.6796350203,39.3380813619,null,"STREET",null,1
1546128000000,"10:25:00","4E","0 S PACA ST","COMMON ASSAULT","I",null,121,"CENTRAL","UNIVERSITY OF MARYLA",-76.622251,39.288324,null,"CONVENIENCE STORE",null,1
1546128000000,"21:31:00","4E","1000 CATHEDRAL ST","COMMON ASSAULT","I",null,141,"CENTRAL","MID-TOWN BELVEDERE",-76.617693,39.30137,null,"APT\/CONDO - OCCUPIED",null,1
1546128000000,"20:30:00","4E","200 W OSTEND ST","COMMON ASSAULT","O",null,942,"SOUTHERN","SHARP LEADENHALL",-76.620141,39.275292,null,"STREET",null,1
1546128000000,"23:15:00","4E","1600 WEBSTER ST","COMMON ASSAULT","O",null,943,"SOUTHERN","RIVERSIDE",-76.6042740008,39.2715219159,null,"YARD",null,1
1546128000000,"10:15:00","4E","3000 FREDERICK AVE","COMMON ASSAULT","I",null,832,"SOUTHWEST","GWYNNS FALLS",-76.66698,39.280071,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"13:00:00","4E","0 N BERNICE AVE","COMMON ASSAULT","I",null,842,"SOUTHWEST","CARROLL-SOUTH HILTON",-76.669797,39.286136,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"15:30:00","4E","2600 OSWEGO AVE","COMMON ASSAULT",null,null,614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.662756,39.335995,null,null,null,1
1546128000000,"20:36:00","4E","2000 E NORTH AVE","COMMON ASSAULT",null,null,331,"EASTERN","BROADWAY EAST",-76.589245,39.312362,null,null,null,1
1546128000000,"17:15:00","4E","2500 EUTAW PL","COMMON ASSAULT",null,null,133,"CENTRAL","RESERVOIR HILL",-76.638411,39.31505,null,null,null,1
1546128000000,"22:40:00","4E","3400 EASTERN AVE","COMMON ASSAULT","O",null,231,"SOUTHEAST","HUDSON-HIGHLANDTOWN",-76.568978,39.286575,null,"STREET",null,1
1546128000000,"16:15:00","4E","1400 W PATAPSCO AVE","COMMON ASSAULT","I",null,922,"SOUTHERN","CHERRY HILL",-76.6385300152,39.2480969687,null,"RESTAURANT",null,1
1546128000000,"12:10:00","4E","200 W CONWAY ST","COMMON ASSAULT","O",null,941,"SOUTHERN","INNER HARBOR",-76.6178731269,39.2841701841,null,"STREET",null,1
1546128000000,"19:50:00","4E","900 GORSUCH AVE","COMMON ASSAULT","I",null,513,"NORTHERN","BETTER WAVERLY",-76.603254,39.325914,null,"SPECIALTY STORE",null,1
1546128000000,"04:20:00","4E","3800 ELLERSLIE AVE","COMMON ASSAULT","I",null,412,"NORTHEAST","EDNOR GARDENS-LAKESI",-76.6057268091,39.3357570388,null,"ROW\/TOWNHOUSE-OCC",null,1
1546041600000,"12:21:00","4E","3000 BAKER ST","COMMON ASSAULT",null,null,813,"SOUTHWEST","ROSEMONT",-76.667797,39.305908,null,null,null,1
1546041600000,"21:30:00","4E","1200 DRUID HILL AVE","COMMON ASSAULT","I",null,123,"CENTRAL","UPTON",-76.6278102877,39.3013661983,null,"ROW\/TOWNHOUSE-OCC","Central",1
1546041600000,"19:58:00","4E","300 N PULASKI ST","COMMON ASSAULT","I",null,714,"WESTERN","PENROSE\/FAYETTE ST OUTREACH",-76.650317,39.291969,null,"ROW\/TOWNHOUSE-OCC",null,1
1546041600000,"04:30:00","4E","1800 ARUNAH AVE","COMMON ASSAULT","I",null,722,"WESTERN","HARLEM PARK",-76.6466034901,39.2957756239,null,"ROW\/TOWNHOUSE-OCC",null,1
1546041600000,"01:45:00","4E","400 E BALTIMORE ST","COMMON ASSAULT","O",null,111,"CENTRAL","DOWNTOWN",-76.6101558431,39.2897669504,null,"STREET",null,1
1546041600000,"10:30:00","4E","1700 N MONROE ST","COMMON ASSAULT","I",null,741,"WESTERN","EASTERWOOD",-76.6481075938,39.3083395983,null,"ROW\/TOWNHOUSE-OCC","Western",1
1546041600000,"15:24:00","4E","1900 BELAIR RD","COMMON ASSAULT","O",null,331,"EASTERN","SOUTH CLIFTON PARK",-76.584042,39.31264,null,"GAS STATION",null,1
1546041600000,"19:33:00","4E","400 N BOULDIN ST","COMMON ASSAULT","I",null,224,"SOUTHEAST","ELLWOOD PARK\/MONUMEN",-76.5713683267,39.2963260379,null,"ROW\/TOWNHOUSE-OCC",null,1
1546041600000,"18:49:00","4E","300 S DALLAS CT","COMMON ASSAULT","O",null,211,"SOUTHEAST","PERKINS HOMES",-76.596272998,39.2948546393,null,"STREET",null,1
1546041600000,"19:30:00","4E","6100 FAIRDEL AVE","COMMON ASSAULT",null,null,425,"NORTHEAST","GLENHAM-BELFORD",-76.540953,39.348916,null,null,null,1
1546041600000,"18:14:00","4E","2400 MCCULLOH ST","COMMON ASSAULT",null,null,133,"CENTRAL","RESERVOIR HILL",-76.639024441,39.3125123771,null,null,null,1
1546041600000,"03:24:00","4E","4900 STAFFORD ST","COMMON ASSAULT","O",null,833,"SOUTHWEST","BEECHFIELD",-76.6953852204,39.2802829675,null,"STREET",null,1
1546041600000,"22:45:00","4E","600 N AUGUSTA AVE","COMMON ASSAULT",null,null,844,"SOUTHWEST","EDMONDSON VILLAGE",-76.6849750805,39.2944839844,null,null,null,1
1546041600000,"15:00:00","4E","100 S LOUDON AVE","COMMON ASSAULT","O",null,843,"SOUTHWEST","IRVINGTON",-76.6821519705,39.2842859297,null,"STREET",null,1
1546041600000,"12:23:00","4E","6300 FRANKFORD AVE","COMMON ASSAULT",null,null,444,"NORTHEAST","FRANKFORD",-76.539488,39.31647,null,null,null,1
1545955200000,"15:16:00","4E","3000 POPLAR TER","COMMON ASSAULT","I",null,811,"SOUTHWEST","WALBROOK",-76.668157,39.312858,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"11:45:00","4E","1400 N DUKELAND ST","COMMON ASSAULT","O",null,813,"SOUTHWEST","NORTHWEST COMMUNITY",-76.6639552282,39.3039091949,null,"STREET",null,1
1545955200000,"21:00:00","4E","4500 BONNER RD","COMMON ASSAULT","I",null,641,"NORTHWEST","WEST FOREST PARK",-76.692645,39.32,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"22:50:00","4E","3300 EDMONDSON AVE","COMMON ASSAULT","I",null,844,"SOUTHWEST","EDMONDSON VILLAGE",-76.67395,39.294159,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"06:00:00","4E","1900 DRUID HILL AVE","COMMON ASSAULT","I",null,131,"CENTRAL","DRUID HEIGHTS",-76.6345393425,39.3068749412,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"07:41:00","4E","2600 E HOFFMAN ST","COMMON ASSAULT","O",null,332,"EASTERN","BEREA",-76.580889,39.306989,null,"STREET",null,1
1545955200000,"22:05:00","4E","0 S CALVERTON RD","COMMON ASSAULT","I",null,842,"SOUTHWEST","BOOTH-BOYD",-76.6523682603,39.2871186871,null,"ROW\/TOWNHOUSE-OCC","Tri-District",1
1545955200000,"20:30:00","4E","3800 W BELVEDERE AVE","COMMON ASSAULT",null,null,633,"NORTHWEST","ARLINGTON",-76.681468,39.345293,null,null,"Northwestern",1
1545955200000,"02:00:00","4E","2000 BROENING HWY","COMMON ASSAULT","O",null,233,"SOUTHEAST","CANTON INDUSTRIAL AREA",-76.543152,39.268994,null,"PARKING LOT-OUTSIDE",null,1
1545955200000,"21:00:00","4E","5500 MIDWOOD AVE","COMMON ASSAULT",null,null,523,"NORTHERN","CAMERON VILLAGE",-76.600534039,39.3570105869,null,null,null,1
1545955200000,"08:35:00","4E","2300 HUNTER ST","COMMON ASSAULT","I",null,514,"NORTHERN","BARCLAY",-76.613445,39.316043,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"19:40:00","4E","6500 EASTERN AVE","COMMON ASSAULT","I",null,241,"SOUTHEAST","PULASKI INDUSTRIAL AREA",-76.536276479,39.2879111342,null,"HOTEL\/MOTEL",null,1
1545955200000,"07:58:00","4E","1900 E LOMBARD ST","COMMON ASSAULT","I",null,212,"SOUTHEAST","UPPER FELLS POINT",-76.590344,39.290475,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"20:52:00","4E","3000 AUCHENTOROLY TRL","COMMON ASSAULT","O",null,732,"WESTERN","WOODBROOK",-76.645801,39.316435,null,"STREET",null,1
1545955200000,"13:02:00","4E","4700 ERDMAN AVE","COMMON ASSAULT",null,null,433,"NORTHEAST","ARMISTEAD GARDENS",-76.560982,39.308144,null,null,null,1
1545955200000,"07:09:00","4E","3200 RAVENWOOD AVE","COMMON ASSAULT","I",null,434,"NORTHEAST","4X4",-76.5782648093,39.3153372861,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"02:00:00","4E","500 GOLD ST","COMMON ASSAULT","I",null,131,"CENTRAL","DRUID HEIGHTS",-76.6388330887,39.3079641198,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"10:53:00","4E","1600 PLUM ST","COMMON ASSAULT","I",null,911,"SOUTHERN","CURTIS BAY",-76.588079,39.22841,null,"APT\/CONDO - OCCUPIED",null,1
1545955200000,"11:57:00","4E","3700 SAINT MARGARET ST","COMMON ASSAULT","I",null,913,"SOUTHERN","BROOKLYN",-76.595757,39.232543,null,"ROW\/TOWNHOUSE-OCC","Brooklyn",1
1545955200000,"00:26:00","4E","300 N EUTAW ST","COMMON ASSAULT","I",null,111,"CENTRAL","DOWNTOWN",-76.6211907474,39.2929873262,null,"CONVENIENCE STORE",null,1
1545955200000,"02:05:00","4E","1200 S PONCA ST","COMMON ASSAULT","I",null,233,"SOUTHEAST","CANTON INDUSTRIAL AREA",-76.5545276607,39.2796498237,null,"CONVENIENCE STORE",null,1
1545955200000,"19:46:00","4E","800 MC ALEER CT","COMMON ASSAULT","O",null,312,"EASTERN","OLDTOWN",-76.605142,39.300065,null,"STREET",null,1
1545955200000,"01:19:00","4E","1600 BALMOR CT","COMMON ASSAULT","O",null,743,"WESTERN","SANDTOWN-WINCHESTER",-76.643432034,39.3051847254,null,"OTHER - OUTSIDE",null,1
1545955200000,"08:05:00","4E","0 E BALTIMORE ST","COMMON ASSAULT","I",null,111,"CENTRAL","DOWNTOWN",-76.6148937844,39.2895728117,null,"RESTAURANT",null,1
1545955200000,"12:25:00","4E","2700 HUNTINGDON AVE","COMMON ASSAULT","I",null,511,"NORTHERN","REMINGTON",-76.6223448385,39.3201425597,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"00:01:00","4E","1000 N CHARLES ST","COMMON ASSAULT","I",null,141,"CENTRAL","MID-TOWN BELVEDERE",-76.6158686595,39.3012243912,null,"BAR",null,1
1545868800000,"17:15:00","4E","2600 E MONUMENT ST","COMMON ASSAULT",null,null,323,"EASTERN","MADISON EASTEND",-76.580468,39.298947,null,null,"Eastern 2",1
1545868800000,"19:59:00","4E","2500 WASHINGTON BLVD","COMMON ASSAULT","O",null,831,"SOUTHWEST","MORRELL PARK",-76.6522896417,39.2668828908,null,"STREET",null,1
1545868800000,"23:16:00","4E","3100 MILFORD AVE","COMMON ASSAULT",null,null,622,"NORTHWEST","HOWARD PARK",-76.7003328656,39.3266901345,null,null,null,1
1545868800000,"20:38:00","4E","4300 FAIRVIEW AVE","COMMON ASSAULT",null,null,641,"NORTHWEST","WEST FOREST PARK",-76.6899,39.321736,null,null,null,1
1545868800000,"11:45:00","4E","100 HAMLET HILL RD","COMMON ASSAULT",null,null,541,"NORTHERN","CROSS KEYS",-76.647157612,39.3565754387,null,null,null,1
1545868800000,"00:24:00","4E","400 AISQUITH ST","COMMON ASSAULT","I",null,312,"EASTERN","OLDTOWN",-76.601792,39.295138,null,"ROW\/TOWNHOUSE-OCC",null,1
1545868800000,"21:30:00","4E","3800 8TH ST","COMMON ASSAULT","I",null,913,"SOUTHERN","BROOKLYN",-76.6006986586,39.2329942272,null,"ROW\/TOWNHOUSE-OCC","Brooklyn",1
1545868800000,"21:30:00","4E","3800 8TH ST","COMMON ASSAULT","I",null,913,"SOUTHERN","BROOKLYN",-76.6006986586,39.2329942272,null,"ROW\/TOWNHOUSE-OCC","Brooklyn",1
1545868800000,"09:00:00","4E","500 E FAYETTE ST","COMMON ASSAULT","I",null,111,"CENTRAL","DOWNTOWN",-76.608967,39.290611,null,"COURT HOUSE",null,1
1545868800000,"22:00:00","4E","2900 ELLIOTT ST","COMMON ASSAULT","I",null,232,"SOUTHEAST","CANTON",-76.5744851393,39.2792378838,null,"SINGLE HOUSE",null,1
1545868800000,"22:47:00","4E","500 N ROBINSON ST","COMMON ASSAULT","I",null,224,"SOUTHEAST","ELLWOOD PARK\/MONUMEN",-76.5730197738,39.2972788198,null,"ROW\/TOWNHOUSE-OCC",null,1
1545868800000,"09:20:00","4E","6100 BESSEMER AVE","COMMON ASSAULT","I",null,243,"SOUTHEAST","MEDFORD\/BROENING MAN",-76.542804,39.275417,null,"ROW\/TOWNHOUSE-OCC",null,1
1545868800000,"13:10:00","4E","500 RICHWOOD AVE","COMMON ASSAULT",null,null,524,"NORTHERN","RICHNOR SPRINGS",-76.6088160763,39.3469191164,null,null,null,1
1545868800000,"13:10:00","4E","500 RICHWOOD AVE","COMMON ASSAULT","I",null,524,"NORTHERN","RICHNOR SPRINGS",-76.6088160763,39.3469191164,null,"ROW\/TOWNHOUSE-OCC",null,1
1545868800000,"16:25:00","4E","5200 DARIEN RD","COMMON ASSAULT",null,null,441,"NORTHEAST","CEDONIA",-76.5319141549,39.3277277264,null,null,null,1
1545868800000,"12:20:00","4E","1300 SHELLBANKS RD","COMMON ASSAULT","I",null,922,"SOUTHERN","CHERRY HILL",-76.632147,39.250557,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"21:21:00","4E","3200 LAKE AVE","COMMON ASSAULT","I",null,432,"NORTHEAST","BELAIR-EDISON",-76.570149,39.321637,null,"ROW\/TOWNHOUSE-OCC","Northeastern",1
1545782400000,"03:06:00","4E","2200 PRESSTMAN ST","COMMON ASSAULT","I",null,723,"WESTERN","COPPIN HEIGHTS\/ASHBU",-76.652888,39.305079,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"21:30:00","4E","1800 ORLEANS ST","COMMON ASSAULT","I",null,321,"EASTERN","DUNBAR",-76.591305,39.295327,null,"HOSP\/NURS. HOME",null,1
1545782400000,"17:02:00","4E","2100 MCCULLOH ST","COMMON ASSAULT","I",null,131,"CENTRAL","DRUID HEIGHTS",-76.635656,39.308939,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"05:10:00","4E","2700 E PRESTON ST","COMMON ASSAULT","I",null,332,"EASTERN","BEREA",-76.579025,39.305931,null,"ROW\/TOWNHOUSE-OCC","Eastern 2",1
1545782400000,"19:45:00","4E","1500 E FEDERAL ST","COMMON ASSAULT","I",null,343,"EASTERN","OLIVER",-76.597483,39.308461,null,"ROW\/TOWNHOUSE-OCC","Eastern 1",1
1545782400000,"15:42:00","4E","2700 PENNSYLVANIA AVE","COMMON ASSAULT","I",null,733,"WESTERN","PENN NORTH",-76.6459261636,39.3129892341,null,"LIQUOR STORE","Western",1
1545782400000,"14:00:00","4E","4600 KAVON AVE","COMMON ASSAULT","I",null,443,"NORTHEAST","FRANKFORD",-76.5593364464,39.3307669451,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"21:00:00","4E","1600 ELRINO ST","COMMON ASSAULT","I",null,243,"SOUTHEAST","MEDFORD\/BROENING MAN",-76.541474,39.273654,null,"APT\/CONDO - OCCUPIED",null,1
1545782400000,"05:10:00","4E","2700 E PRESTON ST","COMMON ASSAULT","I",null,332,"EASTERN","BEREA",-76.579025,39.305931,null,"ROW\/TOWNHOUSE-OCC","Eastern 2",1
1545782400000,"11:00:00","4E","600 S SMALLWOOD ST","COMMON ASSAULT","I",null,841,"SOUTHWEST","CARROLLTON RIDGE",-76.650116,39.280096,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"21:10:00","4E","4500 WESTCHESTER RD","COMMON ASSAULT","I",null,641,"NORTHWEST","WINDSOR HILLS",-76.6903483587,39.3182234745,null,"APT\/CONDO - OCCUPIED",null,1
1545782400000,"14:35:00","4E","6500 QUAD AVE","COMMON ASSAULT","O",null,241,"SOUTHEAST","PULASKI INDUSTRIAL AREA",-76.5371631298,39.2996914609,null,"PARKING LOT-OUTSIDE",null,1
1545782400000,"10:48:00","4E","200 BETHEL CT","COMMON ASSAULT","I",null,212,"SOUTHEAST","DUNBAR",-76.594806,39.294612,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"17:16:00","4E","1600 PENNSYLVANIA AVE","COMMON ASSAULT","O",null,123,"CENTRAL","UPTON",-76.634628,39.303484,null,"PARKING LOT-OUTSIDE","Central",1
1545782400000,"20:55:00","4E","200 S AUGUSTA AVE","COMMON ASSAULT","I",null,843,"SOUTHWEST","IRVINGTON",-76.68471,39.282468,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"02:45:00","4E","600 GEORGE ST","COMMON ASSAULT","I",null,125,"CENTRAL",null,-76.625066,39.295469,null,"APT\/CONDO - OCCUPIED",null,1
1545696000000,"15:16:00","4E","1700 E 25TH ST","COMMON ASSAULT","I",null,342,"EASTERN","DARLEY PARK",-76.5929347891,39.3158254922,null,"ROW\/TOWNHOUSE-OCC","Eastern 1",1
1545696000000,"15:16:00","4E","1700 E 25TH ST","COMMON ASSAULT","I",null,342,"EASTERN","DARLEY PARK",-76.5929347891,39.3158254922,null,"ROW\/TOWNHOUSE-OCC","Eastern 1",1
1545696000000,"15:16:00","4E","1700 E 25TH ST","COMMON ASSAULT","I",null,342,"EASTERN","DARLEY PARK",-76.5929347891,39.3158254922,null,"ROW\/TOWNHOUSE-OCC","Eastern 1",1
1545696000000,"01:14:00","4E","700 N GRANTLEY ST","COMMON ASSAULT","I",null,844,"SOUTHWEST","EDMONDSON VILLAGE",-76.676192,39.296596,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"11:39:00","4E","200 BETHEL CT","COMMON ASSAULT","I",null,212,"SOUTHEAST","DUNBAR",-76.59483,39.294034,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"09:01:00","4E","6100 HOLABIRD AVE","COMMON ASSAULT","I",null,243,"SOUTHEAST","MEDFORD\/BROENING MAN",-76.5430303772,39.2721435489,null,"CONVENIENCE STORE",null,1
1545696000000,"09:01:00","4E","6100 HOLABIRD AVE","COMMON ASSAULT","I",null,243,"SOUTHEAST","MEDFORD\/BROENING MAN",-76.5430303772,39.2721435489,null,"CONVENIENCE STORE",null,1
1545696000000,"09:00:00","4E","400 N ROSE ST","COMMON ASSAULT","I",null,221,"SOUTHEAST","MCELDERRY PARK",-76.5812117076,39.2960364506,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"19:00:00","4E","6200 FRANKFORD AVE","COMMON ASSAULT","O",null,444,"NORTHEAST","FRANKFORD",-76.539945,39.318269,null,"OTHER - OUTSIDE",null,1
1545696000000,"20:30:00","4E","3800 DOLFIELD AVE","COMMON ASSAULT","I",null,643,"NORTHWEST","DOLFIELD",-76.6805041271,39.339236798,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"09:40:00","4E","3400 PATON AVE","COMMON ASSAULT","I",null,633,"NORTHWEST","ARLINGTON",-76.677989,39.348616,null,"ROW\/TOWNHOUSE-OCC","Northwestern",1
1545696000000,"14:00:00","4E","2700 PELHAM AVE","COMMON ASSAULT","I",null,432,"NORTHEAST","BELAIR-EDISON",-76.5731491915,39.3262105152,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"08:29:00","4E","400 FONTHILL AVE","COMMON ASSAULT","O",null,832,"SOUTHWEST","GWYNNS FALLS",-76.6634903433,39.2787175904,null,"STREET",null,1
1545696000000,"01:00:00","4E","1300 GREENMOUNT AVE","COMMON ASSAULT","I",null,311,"EASTERN","JOHNSTON SQUARE",-76.608236,39.305148,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"14:05:00","4E","2200 E BIDDLE ST","COMMON ASSAULT","O",null,322,"EASTERN","MIDDLE EAST",-76.586512,39.304581,null,"STREET","Eastern 2",1
1545696000000,"23:19:00","4E","5000 CLIFTON AVE","COMMON ASSAULT",null,null,821,"SOUTHWEST","FRANKLINTOWN",-76.70716,39.307266,null,null,null,1
1545696000000,"16:20:00","4E","800 W LEXINGTON ST","COMMON ASSAULT","I",null,712,"WESTERN","POPPLETON",-76.6307238998,39.2911283837,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"18:00:00","4E","5200 BOWLEYS LN","COMMON ASSAULT","I",null,443,"NORTHEAST","FRANKFORD",-76.552739,39.321593,null,"APT\/CONDO - OCCUPIED",null,1
1545696000000,"02:19:00","4E","5300 MIDWOOD AVE","COMMON ASSAULT","I",null,524,"NORTHERN","WOODBOURNE MCCABE",-76.6024300538,39.3541785157,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"11:00:00","4E","800 JACK ST","COMMON ASSAULT","I",null,913,"SOUTHERN","BROOKLYN",-76.600818,39.231648,null,"ROW\/TOWNHOUSE-OCC",null,1
